,url,name,sku,price,size,brand,description,images
12,https://us.shein.com/Paperbag-Waist-Wide-Leg-Pants-p-12793132-cat-1740.html?mallCode=1,Paperbag Waist Wide Leg Pants, SKU: sw2211288977857662,$14.49,"XS(2),S(4),M(6),L(8/10)",,"[{'Color': 'Black'}, {'Style': 'Casual'}, {'Pattern Type': 'Plain'}, {'Type': 'Wide Leg'}, {'Closure Type': 'Elastic Waist'}, {'Details': 'Frill, Shirred, Paperbag Waist'}, {'Waist Line': 'Natural'}, {'Length': 'Long'}, {'Fit Type': 'Loose'}, {'Fabric': 'Non-Stretch'}, {'Material': 'Fabric'}, {'Composition': '100% Polyester'}, {'Care Instructions': 'Machine wash or professional dry clean'}, {'Body': 'Unlined'}, {'Sheer': 'No'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/17/1673935339bf6fe18ed6f115506679cbd9686410e9_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/17/1673935334993f8f7de9042902c2c490d4a00c3852_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/17/1673935336d5e05c58d2c73bd5c1985c47f235b41a_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/17/16739353382808c2c340d0ea953198a95685d81338_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/17/1673935339bf6fe18ed6f115506679cbd9686410e9_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/17/1673935341a40f086d086eb3b07179fb20d67def42_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/17/16739353439d1cb82184ef78e60a9d4158c98dce23_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/17/1673935339bf6fe18ed6f115506679cbd9686410e9_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/17/1673935334993f8f7de9042902c2c490d4a00c3852_thumbnail_600x.webp']"
13,https://us.shein.com/Contrast-Mesh-Cut-Out-Halter-One-Piece-Swimsuit-p-11990954-cat-2193.html?mallCode=1,Contrast Mesh Cut Out Halter One Piece Swimsuit, SKU: sw2210214024428244,$12.49,"S(4),M(6),L(8/12),XL(14),0XL-4XL",,"[{'Color': 'Black'}, {'Pattern Type': 'Plain'}, {'Details': 'Backless, Contrast Mesh, Criss Cross, Sheer, Tie Back'}, {'Bra Type': 'Underwire'}, {'Neckline': 'Halter'}, {'Fabric': 'High Stretch'}, {'Material': 'Knitted Fabric'}, {'Composition': '80% Polyamide, 20% Elastane'}, {'Care Instructions': 'Machine wash, do not dry clean'}, {'Body': 'Lined'}, {'Chest pad': 'Removable Padding'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/11/28/1669614310158117b44b18d65705520404e413f868_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/11/28/1669614310158117b44b18d65705520404e413f868_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/11/28/166961431166ab750ed9ba12504ba14c444106d198_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/11/08/16678732952b293b192e7941919a1f488b4de74116_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/11/08/1667873297e8ed546d679814906eb6952f12b17384_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/11/08/166787329821bcccbbae2f3596d3a8772ae3079e95_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/11/08/1667873300f18f00b2085ae9aaa366d9108df4c823_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/11/08/16678733014c0208eccc609061876eca6b8fb93858_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/11/28/1669614310158117b44b18d65705520404e413f868_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/11/28/1669614310158117b44b18d65705520404e413f868_thumbnail_600x.webp']"
14,https://us.shein.com/Color-Block-Triangle-Thong-Bikini-Swimsuit-p-2435453-cat-1866.html?mallCode=1,Color Block Triangle Thong Bikini Swimsuit, SKU: swswim23210402674,$11.49,"S(4),M(6),L(8/12)",,"[{'Color': 'Royal Blue'}, {'Style': 'Sexy'}, {'Pattern Type': 'Colorblock'}, {'Bottom Type': 'Thongs'}, {'Bra Type': 'Triangle'}, {'Neckline': 'Spaghetti Strap'}, {'Fabric': 'High Stretch'}, {'Care Instructions': 'Machine wash, do not dry clean'}, {'Chest pad': 'Removable Padding'}, {'Bikini Bottoms & Bikini Tops Material': 'Fabric'}, {'Bikini Bottoms & Bikini Tops Composition': '80% Polyamide, 20% Elastane'}, {'Bikini Bottoms & Bikini Tops Body': 'Lined'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/04/02/16173322431101e0e37fe50e1f8c4adb0d2af3d2f4_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/04/02/161733221274020a2075c12f8a43012f2b89173f7a_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/04/02/1617332240a0db797e056f8716a3ae12d8a42156db_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/04/02/1617332221cfedd5732fca94b8608f5274b355c2c2_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/04/02/1617332224f9f3ad98cd2a398c009db3ed97ddd5c4_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/04/02/1617332231d1f8adc48900e9901258e57a5cb29a2e_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/04/02/16173322431101e0e37fe50e1f8c4adb0d2af3d2f4_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/04/02/16173322431101e0e37fe50e1f8c4adb0d2af3d2f4_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/04/02/161733221274020a2075c12f8a43012f2b89173f7a_thumbnail_600x.webp']"
15,https://us.shein.com/Split-Thigh-Cover-Up-p-2938641-cat-2176.html?mallCode=1,Split Thigh Cover Up, SKU: swcover25210618208,$13.49,"one-size,0XL-4XL",,"[{'Color': 'Navy Blue'}, {'Neckline': 'Scoop Neck'}, {'Pattern Type': 'Plain'}, {'Sleeve Length': 'Cap Sleeve'}, {'Details': 'Split Thigh'}, {'Fabric': 'Non-Stretch'}, {'Material': 'Fabric'}, {'Composition': '60% Viscose, 40% Polyester'}, {'Care Instructions': 'Machine wash, do not dry clean'}, {'Sheer': 'Yes'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/07/01/162511153027db1ea63563b4fc30e1a523c3d04828_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/07/01/162511153027db1ea63563b4fc30e1a523c3d04828_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/07/01/16251115338baf95b908a7a3d9a9609c189e0e34dc_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/07/01/1625111536df26218fc8c3212ab9f0e01e27f3222c_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/07/01/1625111539cd704670e6ab87ab5f45d8f4757dae27_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/07/01/1625111542ac8e815dac8d635fe38d6869665b9f26_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/07/01/1625111545635df02aed49f286358954c69ab0cc95_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/10/09/1665301871fb2008e80d8eec03e80159ef8ddc6939_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/07/01/162511153027db1ea63563b4fc30e1a523c3d04828_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/07/01/162511153027db1ea63563b4fc30e1a523c3d04828_thumbnail_600x.webp']"
16,https://us.shein.com/ROMWE-Eyelet-Embroidery-Cami-p-12213823-cat-1779.html?mallCode=1,ROMWE Eyelet Embroidery Cami, SKU: ri2205139888519824,$4.50,"S(4),M(6),L(8/10)",ROMWE,"[{'Color': 'White'}, {'Style': 'Boho'}, {'Pattern Type': 'Plain'}, {'Details': 'Eyelet Embroidery'}, {'Length': 'Crop'}, {'Type': 'Cami'}, {'Neckline': 'Spaghetti Strap'}, {'Fit Type': 'Regular Fit'}, {'Fabric': 'Non-Stretch'}, {'Material': 'Fabric'}, {'Composition': '100% Polyester'}, {'Care Instructions': 'Machine wash or professional dry clean'}, {'Sheer': 'No'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/05/27/1653644359f74681196046909152e43fa906d33893_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/05/27/1653644363cb94c9fcf1c1af564c400d223e0f9eb1_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/05/27/1653644356a0e76f8a9338546ed7ff699312d08db1_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/05/27/1653644359f74681196046909152e43fa906d33893_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/05/27/1653644353716cf765ad1ba0e5291857a5a94d55df_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/05/27/1653644367c9d77d56bd4512afb91715169bce2a89_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/05/27/1653644359f74681196046909152e43fa906d33893_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/05/27/1653644363cb94c9fcf1c1af564c400d223e0f9eb1_thumbnail_600x.webp']"
17,https://us.shein.com/Bikinx-Rib-Triangle-High-Cut-Bikini-Swimsuit-p-11491321-cat-1866.html?mallCode=1,Bikinx Rib Triangle High Cut Bikini Swimsuit, SKU: sw2209131606885251,$10.49,"XS,S,M,L",Bikinx,"[{'Color': 'Teal Blue'}, {'Style': 'Sexy'}, {'Pattern Type': 'Plain'}, {'Bottom Type': 'High Cut'}, {'Bra Type': 'Triangle'}, {'Neckline': 'Spaghetti Strap'}, {'Number of Pieces': '2 Piece Set'}, {'Fabric': 'High Stretch'}, {'Care Instructions': 'Hand wash,do not dry clean'}, {'Chest pad': 'Removable Padding'}, {'Bikini Tops & Bikini Bottoms Material': 'Fabric'}, {'Bikini Tops & Bikini Bottoms Composition': '82% Polyester, 18% Elastane'}, {'Bikini Tops & Bikini Bottoms Body': 'Lined'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/09/15/16632223305332a06feee0b84a4dd841d5fbe573a8_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/09/15/1663222329c694ebf00321c80481b8ccf8075ea643_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/09/15/1663212403ec7caf80827f80934af4dff8ccc66fde_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/09/15/16632223305332a06feee0b84a4dd841d5fbe573a8_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/09/15/16632223305332a06feee0b84a4dd841d5fbe573a8_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/09/15/1663222329c694ebf00321c80481b8ccf8075ea643_thumbnail_600x.webp']"
18,https://us.shein.com/ROMWE-Kawaii-Bow-Decor-Face-Covering-p-11328123-cat-2397.html?mallCode=1,ROMWE Kawaii Bow Decor Face Covering, SKU: rc2207210016628545,$2.10,one-size,ROMWE,"[{'Color': 'Pink'}, {'Material': 'Fiber'}, {'Pattern Type': 'Plain'}, {'Type': 'Cloth Face Mask'}, {'Composition': '100% Polyester'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/08/18/1660805394f4ab1f726cf23e9509114d69dec6470e_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/08/18/16608053900b885f96f6af29b99526980a62d1c6f2_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/08/18/1660805392ad6750aa5336ede5db00760c7885b262_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/08/16/1660629104a7a362c5e315f0d54753b0f918b3e4a8_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/08/16/1660629100464c3e6e835fc1d6547f347b5ac6b508_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/08/16/1660629102bab08046980397bdcd07d9b7a6dab4ea_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/08/18/1660805394f4ab1f726cf23e9509114d69dec6470e_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/08/18/16608053900b885f96f6af29b99526980a62d1c6f2_thumbnail_600x.webp']"
19,https://us.shein.com/SHEIN-Slant-Pocket-Belted-PU-Leather-Pants-p-2965517-cat-1740.html?mallCode=1,SHEIN Slant Pocket Belted PU Leather Pants, SKU: sw2106190446101160,$10.25,"XS(2),S(4),M(6),L(8/10)",,"[{'Color': 'Rust Brown'}, {'Style': 'Party'}, {'Pattern Type': 'Plain'}, {'Type': 'Straight Leg'}, {'Closure Type': 'Zipper Fly'}, {'Details': 'Belted, Pocket, Zipper'}, {'Waist Line': 'High Waist'}, {'Length': 'Cropped'}, {'Fit Type': 'Regular Fit'}, {'Fabric': 'Non-Stretch'}, {'Coating': '100% Polyurethane'}, {'Material': 'PU Leather'}, {'Composition': '100% Polyester'}, {'Care Instructions': 'Machine wash, do not dry clean'}, {'Belt': 'Yes'}, {'Sheer': 'No'}, {'Lining': '100% Polyester'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/11/30/16382490627d920628b068ca332993546eab117a9d_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/11/30/1638249058c3ce96642e41d5370db094c930013246_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/11/30/163824906049e4904e572aa6207cd36cc344824012_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/11/30/16382490627d920628b068ca332993546eab117a9d_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/11/30/1638249064bd56058a866b8318e2b376c9a8827ffd_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/11/30/1638249066f1c5bc7ad12a6749db084664b874f633_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/11/30/16382490627d920628b068ca332993546eab117a9d_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/11/30/1638249058c3ce96642e41d5370db094c930013246_thumbnail_600x.webp']"
20,https://us.shein.com/Geo-Print-Wide-Waistband-Biker-Shorts-p-12517316-cat-1871.html?mallCode=1,Geo Print Wide Waistband Biker Shorts, SKU: sw2211308390829359,$6.49,"S(4),M(6),L(8/10),XL(12)",,"[{'Color': 'Black'}, {'Style': 'Casual'}, {'Pattern Type': 'Geometric'}, {'Waist Line': 'High Waist'}, {'Length': 'Short'}, {'Type': 'Biker Shorts'}, {'Fabric': 'Slight Stretch'}, {'Material': 'Knitted Fabric'}, {'Composition': '95% Polyester, 5% Elastane'}, {'Care Instructions': 'Machine wash or professional dry clean'}, {'Sheer': 'No'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/19/16714193831540e4e60ee24ef864ac96f1864a5a75_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/19/167141937504b4df967226cf4783af4c7b26892851_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/19/16714193779b3875e10316bfc52e317ba9fb9d665c_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/19/1671419378cd3e071b1a7a1936051088a49a312e4d_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/19/16714193804e599b8e192fa6cfa0ecab78c87ca978_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/19/167141938201b66ed24205238d62ce142006815914_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/19/16714193831540e4e60ee24ef864ac96f1864a5a75_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/19/16714193831540e4e60ee24ef864ac96f1864a5a75_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/19/167141937504b4df967226cf4783af4c7b26892851_thumbnail_600x.webp']"
21,https://us.shein.com/ROMWE-Fairycore-Drawstring-Waist-Tartan-Skirt-p-11459596-cat-1732.html?mallCode=1,ROMWE Fairycore Drawstring Waist Tartan Skirt, SKU: rw2208043935354039,$11.49,"S(4),M(6),L(8/10),XL(12),XXL(14),0XL-3XL",ROMWE,"[{'Color': 'Chocolate Brown'}, {'Style': 'Casual'}, {'Pattern Type': 'Plaid'}, {'Waist Line': 'High Waist'}, {'Length': 'Long'}, {'Type': 'A Line'}, {'Fabric': 'Non-Stretch'}, {'Material': 'Fabric'}, {'Composition': '100% Polyester'}, {'Care Instructions': 'Machine wash or professional dry clean'}, {'Sheer': 'No'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/09/07/1662534644b6dacb270bed7dde248492322c11bd05_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/09/07/1662534644b6dacb270bed7dde248492322c11bd05_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/09/07/16625346528110af0f091f9ce4cf9dab0a49240187_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/09/07/16625346552aad545e77db2e97ba23afd1fc5efdbe_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/09/07/1662534660902dd053c9613edd88f3e14bc7322d53_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/09/07/1662534644b6dacb270bed7dde248492322c11bd05_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/09/07/1662534644b6dacb270bed7dde248492322c11bd05_thumbnail_600x.webp']"
22,https://us.shein.com/Glitter-Lace-Up-Plunging-One-Piece-Swimsuit-p-9824036-cat-2193.html?mallCode=1,Glitter Lace Up Plunging One Piece Swimsuit, SKU: sw2112241137774041,$9.99,"S(4),M(6),L(8/12)",,"[{'Color': 'Silver'}, {'Style': 'Elegant'}, {'Pattern Type': 'Plain'}, {'Details': 'Backless, Criss Cross, Ruched, Tie Back'}, {'Bottom Type': 'High Waist'}, {'Bra Type': 'Wireless Bra'}, {'Neckline': 'Plunge Neck'}, {'Fabric': 'Medium Stretch'}, {'Material': 'Fabric'}, {'Composition': '82% Polyester, 18% Elastane'}, {'Care Instructions': 'Hand wash,do not dry clean'}, {'Body': 'Lined'}, {'Chest pad': 'Removable Padding'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/02/17/164509784749e4657c8a630891f8592779ee606f10_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/02/17/164509784749e4657c8a630891f8592779ee606f10_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/02/17/1645097851baca37697228cd0a907b4c786c10cde4_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/02/17/1645097857aa98eead1a4b9c73a27d2f627a44f3cb_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/02/17/1645097861336261cb17f6781bace4d2fc0c45a5b1_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/02/17/1645097866cc1d37ee3af3b3fb86ae89cc7a07b9a5_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/02/17/164509784749e4657c8a630891f8592779ee606f10_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/02/17/164509784749e4657c8a630891f8592779ee606f10_thumbnail_600x.webp']"
23,https://us.shein.com/Hollow-Out-Cover-Up-Dress-p-12690757-cat-2176.html?mallCode=1,Hollow Out Cover Up Dress, SKU: sw2211257222647449,$19.99,"S,M,L",,"[{'Color': 'Green'}, {'Neckline': 'Round Neck'}, {'Pattern Type': 'Plain'}, {'Sleeve Length': 'Sleeveless'}, {'Details': 'Split Thigh'}, {'Fabric': 'Slight Stretch'}, {'Material': 'Worsted'}, {'Composition': '100% Acrylic'}, {'Care Instructions': 'Hand wash,do not dry clean'}, {'Sheer': 'Semi-Sheer'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/27/16774850539827bc5ba19f539bad8c7ed822b32de1_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/27/16774850539827bc5ba19f539bad8c7ed822b32de1_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/27/16774850550f99c7db5ba83d3bcefaa08d02d62c43_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/27/16774850574e6e91f9950eeeab89f9645c3a03a629_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/27/1677485059d030ee168484145076f19f702ce22c00_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/27/167748506058b39e8b95237cd62da8fa7d51042015_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/27/16774850620a828ae5fadecb444384800aee35bc8f_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/27/16774850539827bc5ba19f539bad8c7ed822b32de1_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/27/16774850539827bc5ba19f539bad8c7ed822b32de1_thumbnail_600x.webp']"
24,https://us.shein.com/ROMWE-PUNK-Letter-Graphic-Crop-Tee-p-10874646-cat-1738.html?mallCode=1,ROMWE PUNK Letter Graphic Crop Tee, SKU: sw2204281344546433,$4.28,"XS(2),S(4),M(6),L(8/10),XL(12)",ROMWE,"[{'Color': 'White'}, {'Style': 'Casual'}, {'Pattern Type': 'Letter, Figure'}, {'Neckline': 'Scoop Neck'}, {'Sleeve Length': 'Short Sleeve'}, {'Sleeve Type': 'Regular Sleeve'}, {'Length': 'Crop'}, {'Fit Type': 'Slim Fit'}, {'Fabric': 'Slight Stretch'}, {'Material': 'Fabric'}, {'Composition': '94% Viscose, 6% Elastane'}, {'Care Instructions': 'Machine wash or professional dry clean'}, {'Sheer': 'No'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/06/27/1656327112129141ae9b77232cffe3598a1889b802_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/06/27/1656327106954f8effaf82181ca9ed37700e3f76a9_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/06/27/1656327107de30af089b47a5353d26d709d19c8837_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/06/27/1656327109a183ca5a59a7a7aac9a7a773bb7fcbbf_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/06/27/1656327112129141ae9b77232cffe3598a1889b802_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/06/27/1656327106954f8effaf82181ca9ed37700e3f76a9_thumbnail_600x.webp']"
